ja	en	zh-tw	zh-cn
門の番人_敵専用	Gatekeeper (enemy ability)	守門人（敵方專用）	守门人（敌方专用）
夜の屋根瓦を颯爽と駆ける、天下の大泥棒「石川ゴエモン」を名乗る、ワノクニ出身の「転光生」。しかしその正体は、釜の「神器」よりその記憶を引き出した化け狸獣人。つまりは、まったくの別人である。東京に召喚されてからはその記憶を活用し、浅草にある歌舞伎座で同名の役を演じている。また「石川ゴエモン」は元忍者であるため、その記憶を引き出す彼もまた、忍術を扱うことが可能。同一人物として振舞うが故に、「石川ゴエモン」に対する他者からの感情もその身に受けている。その為に、一方的に睨まれている青装束の義賊忍者に対しては、苦手意識を持っているらしい。	"A renowned thief who glides across rooftops at night, this Transient from the Land of Wa goes by the name of Goemon Ishikawa. However, behind the mask, he is actually a Tanuki Therian who absorbed the original Goemon's memories from his Pot Sacred Artifact. In other words, someone else altogether. Utilizing those memories, he has performed the role of Goemon Ishikawa at the Kabukiza Theater in Asakusa ever since being summoned to Tokyo. As the original Goemon was a ninja, this Transient has been able to replicate his ninja techniques through the memories of his Pot Sacred Artifact. By virtue of the name he uses, others often treat him as they would his namesake. As a result, a certain blue-clad chivalrous thief purportedly harbors a one-sided dislike of him."	來自和國的「轉光生」，瀟灑奔馳在夜晚的屋簷上，自稱是聞名天下的大盜「五右衛門」。但他的真面目是狸妖獸人，只是繼承了大鍋「神器」中的記憶。也就是說他完全是另一個人。受召喚到這個東京後，他活用那份記憶，在淺草的歌舞伎座演出五右衛門這個角色。此外由於「石川五右衛門」原本也是忍者，因為繼承了那份記憶，所以他也能使用忍術。其言行舉止完全與「石川五右衛門」相同，也因此他得承受其他人對「石川五右衛門」的情緒。為此他非常不擅長應付單方面狠瞪著他的藍衣義賊忍者。	在黑夜里飒爽地飞奔于屋顶，自称天下大盗“石川五右卫门”，是来自和国的“转光生”。但他的真实身份，是通过釜之“神器”继承了五右卫门记忆的妖狸兽人。换句话说，他根本不是五右卫门。自从被召唤至东京，他利用这份记忆，在浅草的歌舞伎座里扮演同名角色。另外由于“石川五右卫门”本为忍者，因此汲取其记忆的他也能使用忍术。由于彻底扮演着这一人物，他亦能切身体会到别人对“石川五右卫门”的各种感情。因此，他不擅长应付那总是单方面狠盯着他的蓝衣义贼忍者。
夜の海上	Night Sea	夜晚的海上	夜晚的海上
夜の港街	Port City at Night	教師辦公室	夜晚的港口小镇
夜を統べる者	Ruler of the Night	夜晚統領者	黑夜统治者
夜光を手繰る者	Tamer of the Dark Light	勾扯夜光者	夜光操控者
野球部４番	"Baseballer, No. 4"	棒球社4號	棒球队４号
野球部員？	Baseball Player?	棒球社社員？	棒球队队员？
野望を燃やす夢喰人	Ambitious Dream Eater	雄心壯志的食夢者	燃烧雄心的食梦者
矢面の先導者	Vanguard	奮勇當先者	首当其冲的先驱
矢落としの名手	Deflect Adept	擊落箭矢的高手	击落箭矢高手
約束された敗北１	Pre-determined Defeat (1)	注定的敗北１	注定的败北1
約束された敗北２	Pre-determined Defeat (2)	注定的敗北２	注定的败北2
約束された敗北３	Pre-determined Defeat (3)	注定的敗北３	注定的败北3
約束の場所に流れるという、美味しい乳と蜜。	Milk and honey said to flow freely in the promised land.	美味的奶與蜜，據說在應許之地流出。	在约定地点流淌的美味牛奶与蜂蜜。
薬を識る者	Herbalist	知曉藥物者	识药者
薬毒の軍医	Bitter Medicine	藥毒的軍醫	药毒的军医
油が乗る者	Slick Artisan	一帆風順者	状态绝佳者
油が乗る者敵専用	Slick Artisan (enemy skill)	一帆風順者（敵方專用）	加油者敌方专用
油塗られし者	Anointed One	渾身是油者	涂油者
優しき海の戦士	Gentle Macamore	溫柔的海之戰士	温柔的海之战士
優しき奏で手	Gentle Bard	溫柔的演奏者	温柔的演奏者
優し気な青年？	Kind Young Man?	溫柔的青年？	温柔青年？
勇者ジャガタラ	Po Tato the Brave	勇者馬鈴薯	勇者马铃薯
勇進を飾る者	Courageous Coward	點綴猛進者	为勇进装饰之人
友	Friendship	友	友
友達１００人できるかな	Can you make 100 friends?	可以交到100個朋友嗎	能否交到１００个好友呢
幽生夢死	Dreamer 4 Life	幽生夢死	幽生梦死
幽霊	Ghost	幽靈	幽灵
悠久を生きた竜！	Death-Defying Dragon!	活過長遠時光的龍！	长生之龙！
有楽町ギルド・エンタティナーズに所属する、千の姿を持つ女優高校生。色取り取りの仮面の「神器」には一つ一つに誰かの「記憶」が宿っていて、その「権能」によりいかなる演目、いかなる状況でも再演できる。役柄を演じている時は強い存在感を印象付ける人物でありながら、その仮面の下の素顔は儚くも、浮世離れした雰囲気をまとっている。彼女こそは「祝祭」という非日常のためだけに生まれた存在であり、「アプリゲーム」という虚構の舞台を誰よりも色どり華やかに飾る者。ただ一人の、そして初めての「ファン」を知り、その身を捧げる事をかつて誓った存在である。	"A high school actress with a thousand faces, belonging to the Yurakucho Entertainers. Each of the multicolored masks of her Sacred Artifact contains a different person's memories, the Rule contained therein allowing her to re-enact any performance, no matter the circumstances. When playing a role, she exudes a strong stage presence, but beneath the mask lies her true face: detached, ephemeral. She was born for the fantasy of festivals, and illuminates the fictional stage of the App with brilliant, showy color. She has vowed to devote herself to her first, true fan."	姿態千變萬化的女高中生演員，隸屬於有樂町公會・演藝家。擁有諸多樣貌的假面「神器」，每一個都寄宿著某人的「記憶」，透過其「權能」可以重演任何節目、狀況。演出角色時，她給人強烈的存在感，但假面下的真實面貌卻瀰漫著一股虛幻、遠離塵世的氣息。她只為了非日常生活的「祭典」而生，能夠將「APP遊戲」這個虛構的舞台妝點得比任何人都更華麗。在結識了第一位，也是唯一一位「粉絲」後，曾立誓奉獻一已的身軀。	隶属有乐町公会·演艺家的高中生女演员，形象千变万化。形形色色的面具“神器”中分别储存着不同人的“记忆”，凭借这项“权能”，能重演任何节目和状况。虽然在扮演角色时能给人留下深刻印象，但面具下的真实面孔却散发着虚幻、不食人间烟火的氛围。她只为“节日”这中非日常的场合而生，比任何人都华丽地装饰“APP游戏”这个虚构的舞台。当知道自己有了第一个、也是唯一一个“粉丝”，她曾发誓要以身相许。
有楽町の舞台女優	Starring Lady of Yurakucho	有樂町的舞台女演員	有乐町的舞台女演员
有償転光石50個で10連すると、☆５が必ず1枚当たる！！	"Use 50 Paid Transient Stones to perform a 10 Summon, and receive one ☆5 Transient, guaranteed!"	消耗付費轉光石50個進行10次連續召喚，必中一張☆5！！	使用50个付费转光石进行十连召唤，必定可得1张☆5！！
有償転光石を消費して、  ☆５一体確定、限定☆４以上一体確定の10連召喚を行います。※一度限りになります	"Consume Paid Transient Stones to Summon 10 times from this Limited Summon. You are guaranteed to obtain both a 5★ unit, and a limited 4★ unit or better.<br>※You may only perform this Limited Summon once."	使用付費轉光石，獲得至少☆5卡+限定☆4卡以上各一張的10連轉光召喚。（※各帳號僅限使用一次。）	使用付费转光石，获得至少☆5卡+限定☆4卡以上各一张的10连转光召唤。（※各帐号仅限使用一次。）
有償転光石を消費して、☆5一体確定の10連召喚を行います。（一度限りです）	Use Purchased Transient Stones to Summon 10 times. (One ☆5 card guaranteed) Once only.	消耗付費轉光石，可進行必中一張☆5的10次連續召喚。（僅限一次）	消耗付费转光石进行10连召唤，其中必定包含一个☆5。（仅限一次）
有償転光石を消費して、☆5一枚確定の10連召喚を行います。（一度限りです）	Use Purchased Transient Stones to Summon 10 times. (One ☆5 AR card guaranteed) Once only.	使用付費轉光石，來進行轉光召喚。必定獲得一張☆５卡片。（僅限一次）	使用付费转光石，来进行必定获得一张☆５卡片的转光召唤。（仅限一次）
有尾の悪魔	Tailed Demon	有尾惡魔	有尾恶魔
有尾の悪魔に特攻	Bonus damage against Tailed Demons	對有尾惡魔有加乘效果	对有尾恶魔发动特别攻击
有明	Ariake	有明	有明
湧き出る悪魔たち	Spawning Demons	湧現的惡魔	蜂拥而出的恶魔
遊園地？	Amusement Park?	遊樂園？	游乐场？
遊侠の化け狸	Honorable Tanuki	遊俠狸妖	妖狸游侠
遊蕩者	Debaucher	遊蕩者	游荡者
雄大なる海へ	Onward to the Great Seas	前往遼闊海域	前往浩瀚的大海
予て仕込む者	Advance Planner	未雨綢繆者	预先布置者
予言の書	Prophetic writings	預言之書	预言之书
予言を記す者	Scribe of Prophecy	紀錄預言者	记录预言者
予言書の「神器」を持ち、この東京でこれから何が起こるのか、どうなってしまうのかを予言することが出来る「権能」を持つ。予言の正体は、旧校舎の図書館に蓄積された「これまでの未来」から演算を行った結果である。だが、これから起こることを知ってしまっているが故に、彼は無力感に常にさいなまれてしまっているらしい。また、未来を知るために周囲の生徒たちと話が合わず、自ら独りになるような振舞いをよしとする傾向がある。もう一つの趣味は星占いだが、科学的な関心が強い訳ではないので、宇宙に行きたいと願う者たちとは逆に気が合わないことが多い。そもそも根本的に誰かに理解されようとする努力に欠けるため、付き合いが上手く行かないことが多いようだ。	"His Sacred Artifact, a Book of Prophecy, is imbued with a Rule that allows it to predict what will come to pass in this Tokyo. These prophecies are only extrapolations from records of past futures stored within the old school building, rather than true foresight, but they nonetheless constantly torment him with feelings of powerlessness. His dread knowledge of the future has led him to feel alienated from his peers, and eventually to distance himself from them. While he finds some enjoyment in stargazing, his interest is in astrology rather than astronomy, so he often fails to find common ground with students with a more scientific passion for outer space. However, it is his unwillingness to take the trouble to help others understand him that lies at the heart of his lack of friends, and as long as he neglects to make this effort, his troubles seem likely to continue."	持有預言書「神器」，並擁有能預言出這個東京之後將發生什麼事、將會變得如何的「權能」。預言的真相，是透過舊校舍圖書館中積累下來的「目前為止的未來」演算出來的結果。但正因為理解今後將發生的一切，他好像總是被無力感所折磨。也因為知曉未來而跟周圍的學生們話題疏遠，更傾向於獨善其身。他還有一個興趣是占星術，但他對科學其實興趣不大，所以對於那些期望能飛向宇宙的志願者反而話不投機。說到底也是因為他欠缺想被他人理解所做的努力，導致他大多數情況都不擅與人交流。	他手持预言书“神器”，并拥有预言“权能”，能算出东京将会发生的一切。而所谓的预言，其实就是储藏在图书馆内的“至今为止发生的将来”推算出的结果。但也正因为知道了今后将会发生的事情，他似乎无时无刻不在为自己的无能为力而感到痛苦。同时，因为他知晓未来，所以和身边的同学们话不投机，常会主动避开人群独处。他还有一个爱好是占星，但因其对科学并没有多少兴趣，所以和那些希望前去宇宙的人反而合不来。说到底，他本就无心想让旁人来理解自己，所以常常与人相处地不怎么顺利。
