ja	en	zh-tw	zh-cn
なるほど、君のお気に入りはそれだったかい。とっておきの光を手に、これからも進むといい。くれぐれも……思い残しのないように祈っているよ。	I see. So that is what you want? I wish you the best of luck and a journey with no regrets!	原來如此，那就是你喜歡的嗎？把這光芒緊握在手，今後也繼續向前邁進吧，我祈望……你不會留下遺憾喔。	原来如此，你喜欢那个啊。抓住那宝贵的光明，今后继续前进吧。愿你……不会留下遗憾
よう来たたい！<br>４周年特別交換所はこっちばい。<br>貰たチケットで交換出来るけん、よぉ考えてやらんば！	"Ah! Glad to see ya here! This is the Fourth Anniversary Trading Post! We've got some great deals on offer, but there are no take-backs, so choose wisely!"	終於來了！這裡是4週年特別交換所，可以用你收到的券來交換，可要好好考慮再交換喔！	哦，你来啦！4周年特别兑换所在这儿。你拿到的票券能用来换东西。不过记得换之前先想清楚哦！
しっかり満足のいく決断は出来たとね？　ひとつひとつの選択が、みんなお前を助けてくれるけん、前ば向いていかんね！	"Happy with yer pick? Every little choice we make is another step forward, so keep that chin up an' greet it with pride!"	你做好了絕對會滿意的判斷吧？你所做的每一個選擇都會幫助你，可要好好向前邁進啊！	你做出能够满意的决定了吗？你的每一个选择，大家都会给予协助。你可要积极向前看哦！
うっす、４周年特別交換所はこちらっす！どれにするか、もう決めてあるっすか？　先輩のドラフト指名、期待してるっすよ！	"Hey, this way to the Fourth Anniversary Trading Post! Have you made your decision yet? Here's hoping you'll be drafting me!"	您好，這裡是4週年特別交換所！您已經決定好要交換哪一個了嗎？我很期待前輩您在選秀中選中我喔！	你好，4周年特别兑换所在这！你决定好要那个了吗？我很期待前辈的选拔提名哦！
チームの戦力増強はばっちりっすか？<br>だけど、ここからが始まりっすよ。きちんと強化して、明日の勝利を掴むっす！	"Done building your team? Sweet, now it's time to start training! Remember, wins aren't made on the field, they're made in the gym!"	好好強化隊伍的戰力了嗎？不過這裡還只是開始，要好好強化戰力，掌握明天的勝利！	队伍的战力强化都完成了吗？不过这才是开始，继续做好强化，抓住明天的胜利吧！
よく来たな！<br>ここが４周年特別交換所だ！　その手に何を掴むのか、しっかり考えるんだぜ！	"Greetings, Soul Brother! Welcome to the Fourth Anniversary Trading Post! Take your time and choose wisely!"	來得好！這裡是4週年特別交換所！你可得想清楚到底要掌握什麼！	来得好！这里是4周年特别兑换所！好好想清楚你希望要得到什么吧！
そいつが今回のパートナーかい？<br>タッグを組む仲間も、リングを彩るアイテムも、きっとお前を輝かせてくれるさ、なぁブラザー！	"You two make a great tag team! Together with your new partner, you're bound to shine brighter than ever! Don't you think so, Soul Brother?!"	那傢伙就是你這一次的夥伴嗎？組成隊伍的夥伴，點綴擂台的道具，一定都能讓你更加發光發熱，對吧，兄弟！	那就是你这次的同伴吗？一同组队的伙伴，装点擂台的道具肯定都能让你发出光彩的！是吧，兄弟？
４周年特別交換所へようこそ。<br>えっ？　タウラスマスクは何処って……さ、さぁ？	"Welcome to the Fourth Anniversary Trading Post! What? Taurus Mask? Uh... I-I don't, er... Who knows?"	歡迎來到4週年特別交換所，咦？你問我公牛假面到哪去了……我、我不知道？	欢迎来到4周年特别兑换所！啊？你问公牛假面在哪……我、我不知道。
素敵なものを選んだみたいだね。ここぞという時に頼れる、最高のパートナー……大事にしてあげてよな！	"I see you've made a wonderful decision! Be sure to take good care of your partner, because they just might come through for you in a pinch!"	看來你選了非常棒的東西啊，在關鍵時刻可以依靠的最佳夥伴……請好好珍惜喔！	看来你选了个好东西啊。在关键时刻可靠的，最棒的伙伴……要好好珍惜哦！
待っていたぞ、ここは４周年特別交換所、らしい。俺たちの進む先を、共に往く光を選ぼうぜ！	"You're late! I've been waiting here for you at the Fourth Anniversary Trading Post! Now, let's decide whose light will illuminate our future!"	我一直在等著你，這裡好像是4週年特別交換所，選擇我們邁向的未來，選擇我們一同前進的光輝吧！	等你好久了，这里似乎就是4周年特别兑换所。来选出我们的征途所向，选出我们将共同前往的光明吧！
お前の選択はそれなんだな……ああ、わかった。見つめるその先を、俺も一緒に見せてほしい。さぁ行こう！　……ところで、交換し忘れはないよな？	"So that's your choice, eh? Not bad. I only wish you'd allow me to see the future your eyes behold. So, shall we go? Just be sure you haven't forgotten anything."	那就是你的選擇啊……好，我知道了，希望你也能讓我看看你凝視的未來，一起走吧，話說你可別忘記交換喔？	你的选择是那个啊……嗯，明白了。把你所望之处，也给我看看吧。走吧……说起来，你没换漏吧？
４周年特別交換所はこっちこっち！<br>キミの一番、決めちゃってよね？	"Over here! This way to the Fourth Anniversary Trading Post! You've already decided who's number one, right?"	4週年特別交換所在這裡喔！你會決定自己的第一吧？	4周年特别兑换所就在这里！来定下你的第一吧！
おおっ、キミの一番はそれなんだ？　ひとつに決められないこともあるだろうけど、バシッと決断したキミはすごい！　あたしが言うんだもん、間違いないよ……へへ。	"Oh, so that's your top pick? Sometimes it's hard for me to choose between one thing or another, but you're one decisive Summoner! Hehe, you really are something!"	喔喔，你的第一是那個啊？雖然有時無法只選擇一個東西，不過這次你能做出決斷，真的很厲害喔！我這麼說絕對沒錯的……嘿嘿。	哦哦，你第一就是那个吗？想必很难做出抉择吧，但你能干净利索做出判断实在厉害！这是我说的，肯定没错……嘿嘿。
４周年特別交換所の担当はオレだぁっ！　どうする、なに貰う！？<br>迷っちまうよなぁ。	"I'm in charge of the Fourth Anniversary Trade Post! What can I get ya? Hard to choose, ain't it?"	4週年特別交換所的負責人是我！怎麼樣，你想要什麼！？果然會猶豫吧？	"4周年特别兑换所由我负责！
怎么样，你要哪个！？很让人纠结吧？"
お、それに決めたんだな、いいと思うぜ！だってよ、お前が自分で決めたことなんだ、オレが応援しない訳ないだろ……へへっ！	"Is that what you want? Nice pick! See, I don't say that to just anyone, but you chose for yourself, and that's worth real respect!"	喔，你決定選那個嗎？我覺得不錯喔，因為是你做出的選擇嘛，我怎麼可能會不支持呢……嘿嘿！	"哦，你决定要那个啊，我看不错哦。这可是你的决定，
我怎么会不支持你呢……嘿嘿！"
12/4(金)より、イベント地域にて期間限定イベント「4th HOUSAMO ANNIVERSARY」 ４周年記念パーティ！を公開中！	"The limited-time event, 4th HOUSAMO ANNIVERSARY, will be available starting Fri, Dec. 4 in the Event area of the map!"	從12/4（五）開始，在活動地區公開期間限定活動「4th HOUSAMO ANNIVERSARY」 4週年紀念宴會！	自12月4日（星期五）起，限时活动“东京放学后召唤师4周年纪念” 4周年纪念庆典在活动区域中登场！
12/4(金)より、東京放課後サモナーズ 期間限定イベント「4th HOUSAMO ANNIVERSARY」の情報が追加公開されました！	"Information was released regarding the Tokyo Afterschool Summoners limited-time event, 4th HOUSAMO ANNIVERSARY, on Fri, Dec. 4!"	從12/4（五）開始，公開了東京放學後召喚師 期間限定活動「4th HOUSAMO ANNIVERSARY」的新資訊！	东京放学后召唤师限时活动“东京放学后召唤师4周年纪念”的信息已于12月4日（星期五）公开！
12/4(金)より、「4th HOUSAMO ANNIVERSARY」お知らせページにて４周年記念動画が公開されました！	"A video to commemorate the 4th Anniversary of Housamo was posted on the Information page on Fri, Dec. 4!"	從12/4（五）開始，於公告頁面上公開了4週年紀念動畫「4th HOUSAMO ANNIVERSARY」！	"""4th HOUSAMO ANNIVERSARY""4周年纪念视频，12月4日（星期五）起，已于於公告页面上发布！"
アシガラ	Ashigara	足柄	足柄
ヤスヨリ	Yasuyori	悌順	悌顺
ミネアキ	Mineaki	峰明	峰明
アヴァルガ	Avarga	阿瓦魯嘉	阿瓦尔加
キュウマ	Kyuma	球馬	球马
タウラスマスク	Taurus Mask	公牛假面	公牛假面
ダイスケ	Daisuke	大介	大辅
ワカン・タンカ	Wakan Tanka	瓦卡坦卡	瓦坎坦卡
武器種射撃を編成してクエストを:value:回クリアする	Clear a quest using a Shot character :value: time(s)	將射擊屬性卡片加入隊伍:value:次完成任務	将射击属性卡片加入小队:value:次完成任务
武器種無を編成してクエストを:value:回クリアする	Clear a quest using a None character :value: time(s)	將無屬性卡片加入隊伍:value:次完成任務	将无属性卡片加入小队:value:次完成任务
武器種斬撃を編成してクエストを:value:回クリアする	Clear a quest using a Slash character :value: time(s)	將斬擊屬性卡片加入隊伍:value:次完成任務	将斩击属性卡片加入小队:value:次完成任务
